mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.3095806121826172,0.011895648932824365,0.02023658752441406,0.0006710667179453394,0.8,0.1,3,400,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.6636363636363637,0.6057692307692307,0.6635514018691588,0.5741626794258373,0.6372549019607843,0.6288749155322749,0.034665090796486026,17,0.8782608695652174,0.882921589688507,0.8815368196371398,0.8805166846071044,0.8652173913043478,0.8776906709604633,0.006419494611603442
0.2909104824066162,0.007495423216883976,0.019396495819091798,0.00036026192513723777,0.8,0.1,3,400,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.6637554585152838,0.6183574879227053,0.6635514018691588,0.5428571428571428,0.6538461538461539,0.6284735290020889,0.04593809240743532,18,0.8596491228070176,0.862144420131291,0.8620689655172413,0.8612021857923498,0.8549618320610687,0.8600053052617935,0.002676957860959509
0.27596044540405273,0.014738778115446832,0.019509553909301758,0.00059103016501402,0.8,0.1,5,200,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6820276497695853,0.660377358490566,0.7247706422018348,0.6350710900473934,0.6919431279620853,0.6788379736942931,0.030159786325280824,8,0.972809667673716,0.9696969696969697,0.9738955823293173,0.972972972972973,0.9696969696969697,0.9718144324739892,0.0017681171417651667
0.2630606174468994,0.009796157397341809,0.021410036087036132,0.0033843605613122995,0.8,0.1,5,200,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.6960352422907489,0.6666666666666666,0.7069767441860465,0.6666666666666666,0.7081339712918661,0.688895858220399,0.018634742558040984,5,0.9645390070921985,0.945417095777549,0.9507186858316222,0.9521871820956256,0.9538461538461539,0.95334162492863,0.006271309700106366
0.49330782890319824,0.011422867995511229,0.025002765655517577,0.00043271679241528945,0.8,0.1,5,400,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.7111111111111111,0.6788990825688074,0.7454545454545455,0.6448598130841121,0.7162790697674418,0.6993207243972035,0.0344614638630756,3,0.9990186457311089,1.0,1.0,1.0,1.0,0.9998037291462218,0.0003925417075564486
0.4633595943450928,0.011771414169470737,0.0347102165222168,0.015480818940461792,0.8,0.1,5,400,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.7074235807860262,0.7117117117117117,0.7207207207207207,0.6788990825688074,0.7075471698113207,0.7052604531197172,0.014039007540180365,2,0.9970501474926253,0.9960629921259843,0.9970559371933267,1.0,0.9970501474926253,0.9974438448609122,0.0013342526720832566
0.31937556266784667,0.04535152477120637,0.037973880767822266,0.002394978979052183,1.0,0.05,3,200,0.8,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.5472636815920398,0.5235602094240838,0.5714285714285714,0.49473684210526314,0.5684210526315789,0.5410820714363074,0.02884939579546107,30,0.6507537688442211,0.6658506731946144,0.6584463625154131,0.6765432098765433,0.6567534076827757,0.6616694844227136,0.008859110794600021
0.30620036125183103,0.02524263647225305,0.033905982971191406,0.003160998281092066,1.0,0.05,3,200,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.5911330049261084,0.5340314136125655,0.5625,0.47619047619047616,0.5355191256830601,0.539874804082442,0.03807391077783114,31,0.6437659033078881,0.665,0.6365914786967418,0.6674968866749689,0.6387832699619772,0.6503275077283153,0.01322930213283063
0.4453235149383545,0.07201652477630892,0.02105288505554199,0.0012601959771654154,1.0,0.05,3,400,0.8,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.6037735849056604,0.5656565656565656,0.6305418719211823,0.5560975609756098,0.5502645502645502,0.5812668267447136,0.030896270252594532,28,0.7561260210035006,0.7757437070938215,0.7771428571428571,0.7825086306098964,0.7621247113163973,0.7707291854332945,0.00992295648627425
0.3178112506866455,0.008502802724618556,0.020229196548461913,0.00037798700167385787,1.0,0.05,3,400,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.5904761904761905,0.5743589743589743,0.6213592233009708,0.5346534653465347,0.5948717948717949,0.583143929670893,0.028566463232765682,27,0.7411764705882353,0.7665505226480837,0.7395348837209302,0.7733026467203682,0.72294887039239,0.7487026788140014,0.01858846349682112
0.2971476078033447,0.008721227902577178,0.01984257698059082,0.0003244888037971348,1.0,0.05,5,200,0.8,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6226415094339622,0.6176470588235294,0.6403940886699507,0.6057692307692307,0.5846153846153846,0.6142134544624116,0.018523487843659998,20,0.8888888888888888,0.8905579399141631,0.8867521367521367,0.8809523809523809,0.8814655172413793,0.8857233727497897,0.003881844503008894
0.2834489822387695,0.011356470262923269,0.020303916931152344,0.0010295240715967316,1.0,0.05,5,200,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.6280193236714976,0.6310679611650486,0.6761904761904762,0.6226415094339622,0.63,0.637583854092197,0.01952022991372335,13,0.8542825361512792,0.8631346578366446,0.8624454148471615,0.8745910577971646,0.8552486187845304,0.8619404570833561,0.0072820773000863695
0.5735425472259521,0.026649699134329293,0.028872919082641602,0.005663076624910926,1.0,0.05,5,400,0.8,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.6968325791855203,0.6851851851851852,0.6792452830188679,0.6384976525821596,0.7014218009478673,0.6802365001839201,0.022324203011616278,7,0.9738430583501007,0.9728643216080402,0.9780439121756487,0.974974974974975,0.9748743718592965,0.9749201277936124,0.0017406635713466366
0.5206865787506103,0.010050096528170844,0.025635671615600587,0.00037727368010546974,1.0,0.05,5,400,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.6605504587155964,0.676056338028169,0.6790697674418604,0.6636363636363637,0.704225352112676,0.676707655986933,0.015460537461916252,10,0.9644670050761421,0.9528688524590164,0.9517948717948718,0.9635627530364372,0.9528688524590164,0.9571124669650969,0.005656655686459605
0.18610115051269532,0.009520999052109192,0.016382312774658202,0.00028138853609868686,1.0,0.1,3,200,0.8,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6175115207373272,0.5482233502538071,0.6009852216748769,0.5671641791044776,0.5876288659793815,0.5843026275499741,0.024444402471270138,23,0.7619047619047619,0.7890535917901939,0.754325259515571,0.7922374429223744,0.7589388696655133,0.7712919851596828,0.01601734105847968
0.17348890304565429,0.008007736464533233,0.01655917167663574,0.0003953125390761582,1.0,0.1,3,200,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.5922330097087378,0.61,0.6108374384236454,0.5326633165829145,0.6051282051282051,0.5901723939687006,0.029514045570502325,21,0.7435294117647059,0.7662037037037037,0.7413394919168591,0.7670915411355735,0.7315914489311164,0.7499511194903917,0.014215600658501195
0.33371829986572266,0.01083055623939107,0.01997227668762207,0.0002158741614779897,1.0,0.1,3,400,0.8,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.6339285714285714,0.6086956521739131,0.6697674418604651,0.6046511627906976,0.6504854368932039,0.6335056530293702,0.024704359933611895,16,0.875406283856988,0.8912579957356077,0.8886532343584306,0.8896034297963559,0.8685344827586207,0.8826910853012006,0.009057564902573619
0.305364990234375,0.005857403736827849,0.020078659057617188,0.00016202081834527324,1.0,0.1,3,400,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.6457399103139013,0.647887323943662,0.660377358490566,0.5767441860465117,0.6536585365853659,0.6368814630760015,0.03049465673293382,15,0.8658669574700109,0.8694714131607335,0.8506493506493507,0.8664495114006515,0.8643326039387309,0.8633539673238955,0.006567886580069395
0.3603687763214111,0.08794704786590288,0.024249458312988283,0.009729323827471823,1.0,0.1,5,200,0.8,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6846846846846847,0.6604651162790698,0.7214611872146118,0.6511627906976745,0.6912442396313364,0.6818036037014755,0.024756173498759623,6,0.9696969696969697,0.972809667673716,0.978,0.976,0.9759036144578314,0.9744820503657033,0.002911866963461203
0.5047380447387695,0.0628370658617203,0.0381744384765625,0.005194683898238471,1.0,0.1,5,200,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.6757990867579908,0.6507177033492823,0.6824644549763034,0.638095238095238,0.6948356807511737,0.6683824327859977,0.02089230126780664,12,0.9623601220752798,0.9497435897435897,0.9624365482233502,0.959349593495935,0.945417095777549,0.9558613898631407,0.006987768594621186
0.6880065441131592,0.10457988044896338,0.031198835372924803,0.006813721238204753,1.0,0.1,5,400,0.8,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.7085201793721974,0.6940639269406392,0.75,0.6968325791855203,0.7058823529411765,0.7110598076879068,0.020203308244808097,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.5022166728973388,0.03853648714684679,0.023752975463867187,0.0036986517542496686,1.0,0.1,5,400,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.6905829596412556,0.6880733944954128,0.7096774193548387,0.6666666666666666,0.7214611872146118,0.6952923254745571,0.018896876376448518,4,0.9980353634577603,0.9980353634577603,0.9990205680705191,1.0,0.9990186457311089,0.9988219881434297,0.0007353063199325394
