mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04366612434387207,0.0010565308902116492,0.012734413146972656,0.0011036768146981601,,10,5,10,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.5957446808510638,0.5650224215246636,0.543859649122807,0.5818181818181818,0.6027397260273972,0.5778369318688226,0.02133239039506738,11,0.7535911602209945,0.7568157033805889,0.7592190889370932,0.7416762342135477,0.734375,0.7491354373504449,0.009529220368191137
0.05912613868713379,0.009246493097875282,0.012111282348632813,0.00047114495229235305,balanced,,1,2,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.6436781609195402,0.635593220338983,0.6746987951807228,0.6946564885496184,0.6511627906976745,0.6599578911373077,0.02171316423378246,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04871034622192383,0.0011248709539334542,0.012023210525512695,0.0005527079130767135,balanced,,1,10,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.62,0.5813148788927336,0.5938566552901023,0.6391752577319587,0.6078431372549019,0.6084379858339394,0.020135004498204906,6,0.8551959114139693,0.858603066439523,0.8683760683760684,0.8700854700854701,0.8605442176870748,0.8625609468004212,0.0057342802358847375
0.04773712158203125,0.0015810095036919096,0.012072896957397461,0.0006709927485355049,balanced,,5,2,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.5229885057471264,0.5337620578778135,0.536144578313253,0.6257668711656442,0.580441640378549,0.5598207306964772,0.03839360044163262,13,0.777000777000777,0.7917329093799682,0.7706563706563706,0.7918303220738413,0.7858267716535433,0.7834094301529001,0.008363571352772426
0.049196815490722655,0.0025659866209973735,0.012307977676391602,0.0008519583945924969,balanced,,5,10,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.5229885057471264,0.5337620578778135,0.536144578313253,0.6257668711656442,0.580441640378549,0.5598207306964772,0.03839360044163262,13,0.777000777000777,0.7917329093799682,0.7706563706563706,0.7918303220738413,0.7858267716535433,0.7834094301529001,0.008363571352772426
0.034379100799560545,0.0018160131706648293,0.011986160278320312,0.0012761763702433281,balanced,5,1,2,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.5566343042071198,0.4864864864864865,0.5079365079365079,0.5527272727272727,0.5384615384615384,0.5284492219637851,0.027076601326945723,19,0.6169154228855721,0.5680990531682447,0.5788667687595712,0.6219739292364991,0.5473220836390316,0.5866354515377837,0.028688590286212633
0.03569116592407227,0.002737004131911543,0.013039827346801758,0.0022665057841985423,balanced,5,1,10,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.5584415584415584,0.4835820895522388,0.5047318611987381,0.5527272727272727,0.5384615384615384,0.5275888640762693,0.028848161715933306,20,0.6169154228855721,0.5672727272727273,0.5784238714613619,0.620817843866171,0.5461200585651538,0.5859099848101972,0.02886701684030834
0.03502545356750488,0.003109845177335782,0.012978839874267577,0.002250835118763344,balanced,5,5,2,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.5566343042071198,0.4911242603550296,0.5047318611987381,0.5611510791366906,0.5309734513274337,0.5289229912450024,0.027657641734595857,17,0.6112956810631229,0.5656272661348803,0.5784238714613619,0.6185185185185185,0.5421511627906976,0.5832032999937162,0.02847238804821818
0.03719496726989746,0.003674411097948784,0.011691904067993164,0.0002340687001206314,balanced,5,5,10,"{'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.5566343042071198,0.4911242603550296,0.5047318611987381,0.5611510791366906,0.5309734513274337,0.5289229912450024,0.027657641734595857,17,0.6112956810631229,0.5656272661348803,0.5784238714613619,0.6185185185185185,0.5421511627906976,0.5832032999937162,0.02847238804821818
0.048374271392822264,0.003207868120910112,0.012282085418701173,0.0003035828397128155,balanced,10,1,2,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.5907692307692308,0.5923076923076923,0.5763888888888888,0.6498194945848376,0.5786163522012578,0.5975803317503814,0.02687687380557619,7,0.808298755186722,0.8361683079677709,0.8221476510067114,0.8147497805092186,0.7918032786885246,0.8146335546717894,0.01470763024883754
0.047828388214111325,0.0018837238102220562,0.012239933013916016,0.0006111368514259174,balanced,10,1,10,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.5722543352601156,0.5865724381625441,0.5472312703583062,0.6232876712328768,0.5921450151057401,0.5842981460239166,0.02492362527588356,9,0.7536907536907537,0.7935153583617748,0.7795527156549521,0.7675765095119934,0.7546875,0.7698045674438948,0.015168209936694928
0.04619026184082031,0.0014702410964120864,0.012075042724609375,0.000345265883230164,balanced,10,5,2,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.5091863517060368,0.5559322033898305,0.5337423312883436,0.6229508196721312,0.5578635014836796,0.5559350415080043,0.03787555906906346,15,0.7056277056277056,0.7461969575660529,0.7333333333333333,0.739374498797113,0.7218045112781954,0.7292674013204801,0.014281631821591877
0.04609923362731934,0.013989665918275714,0.010435533523559571,0.0019839874148952124,balanced,10,5,10,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.5091863517060368,0.5559322033898305,0.5337423312883436,0.6229508196721312,0.5578635014836796,0.5559350415080043,0.03787555906906346,15,0.7056277056277056,0.7461969575660529,0.7333333333333333,0.739374498797113,0.7218045112781954,0.7292674013204801,0.014281631821591877
